	TCGA-3C-AAAU-01A	TCGA-3C-AALI-01A	TCGA-3C-AALJ-01A	TCGA-3C-AALK-01A	TCGA-4H-AAAK-01A	TCGA-5L-AAT0-01A	TCGA-5L-AAT1-01A	TCGA-5T-A9QA-01A	TCGA-A1-A0SB-01A	TCGA-A1-A0SD-01A	TCGA-A1-A0SE-01A	TCGA-A1-A0SF-01A	TCGA-A1-A0SG-01A	TCGA-A1-A0SH-01A	TCGA-A1-A0SI-01A	TCGA-A1-A0SJ-01A	TCGA-A1-A0SK-01A	TCGA-A1-A0SM-01A	TCGA-A1-A0SN-01A	TCGA-A1-A0SO-01A	TCGA-A1-A0SP-01A	TCGA-A1-A0SQ-01A	TCGA-A2-A04N-01A	TCGA-A2-A04P-01A	TCGA-A2-A04Q-01A	TCGA-A2-A04R-01A	TCGA-A2-A04T-01A	TCGA-A2-A04U-01A	TCGA-A2-A04V-01A	TCGA-A2-A04W-01A	TCGA-A2-A04X-01A	TCGA-A2-A04Y-01A	TCGA-A2-A0CK-01A	TCGA-A2-A0CL-01A	TCGA-A2-A0CM-01A	TCGA-A2-A0CO-01A	TCGA-A2-A0CP-01A	TCGA-A2-A0CQ-01A	TCGA-A2-A0CR-01A	TCGA-A2-A0CS-01A	TCGA-A2-A0CT-01A	TCGA-A2-A0CU-01A	TCGA-A2-A0CV-01A	TCGA-A2-A0CW-01A	TCGA-A2-A0CX-01A	TCGA-A2-A0CY-01A	TCGA-A2-A0CZ-01A	TCGA-A2-A0D0-01A	TCGA-A2-A0D1-01A	TCGA-A2-A0D2-01A	TCGA-A2-A0D3-01A	TCGA-A2-A0D4-01A	TCGA-A2-A0EM-01A	TCGA-A2-A0EN-01A	TCGA-A2-A0EO-01A	TCGA-A2-A0EP-01A	TCGA-A2-A0EQ-01A	TCGA-A2-A0ER-01A	TCGA-A2-A0ES-01A	TCGA-A2-A0ET-01A	TCGA-A2-A0EU-01A	TCGA-A2-A0EV-01A	TCGA-A2-A0EW-01A	TCGA-A2-A0EX-01A	TCGA-A2-A0EY-01A	TCGA-A2-A0ST-01A	TCGA-A2-A0SU-01A	TCGA-A2-A0SV-01A	TCGA-A2-A0SW-01A	TCGA-A2-A0SX-01A	TCGA-A2-A0SY-01A	TCGA-A2-A0T0-01A	TCGA-A2-A0T1-01A	TCGA-A2-A0T2-01A	TCGA-A2-A0T3-01A	TCGA-A2-A0T4-01A	TCGA-A2-A0T5-01A	TCGA-A2-A0T6-01A	TCGA-A2-A0T7-01A	TCGA-A2-A0YC-01A	TCGA-A2-A0YD-01A	TCGA-A2-A0YE-01A	TCGA-A2-A0YF-01A	TCGA-A2-A0YG-01A	TCGA-A2-A0YH-01A	TCGA-A2-A0YI-01A	TCGA-A2-A0YJ-01A	TCGA-A2-A0YK-01A	TCGA-A2-A0YL-01A	TCGA-A2-A0YM-01A	TCGA-A2-A0YT-01A	TCGA-A2-A1FV-01A	TCGA-A2-A1FW-01A	TCGA-A2-A1FX-01A	TCGA-A2-A1FZ-01A	TCGA-A2-A1G0-01A	TCGA-A2-A1G1-01A	TCGA-A2-A1G4-01A	TCGA-A2-A1G6-01A	TCGA-A2-A259-01A
MARCKS	4.19050856240973	5.155539997487111	5.3248302434494805	5.68841970885032	5.59478345354516	5.58917665737196	6.13902444288134	6.10653897824766	6.3389640781443894	5.982974062301411	4.85550761596979	5.11721270617591	4.67162240669379	6.7670179488164806	5.93091939529069	6.933132030539861	5.52099797290351	5.5844975378549195	5.6410740159984805	6.595865437527269	6.428441909344911	6.174491212730839	5.46424911105634	6.047513360726991	6.43399568399178	5.14840742723055	4.4080944706444	5.208479083480969	5.375179031165019	6.1830661421130095	5.24048073466853	5.749238520553911	6.04689020048695	5.456026362501639	6.46632262872605	5.01634656361533	5.37456357968894	5.01912952942833	5.92174556540095	5.768488156824731	6.762731360234059	5.35046974950947	5.121700337922451	5.55814141951266	6.96637409820483	6.54036017095214	6.14904203272125	5.17748031813816	5.126142693699361	6.49045252354226	4.02281737084586	6.418905640666111	5.11476489270341	5.64728453928436	5.711344704246451	5.81812822600718	6.08359339268347	6.4758719637079905	6.01392717243583	3.9175598978631	5.81644143704708	5.35291531002932	5.7011317756237005	5.837813509242281	6.04241593383736	6.733872397028691	6.096774157965241	5.57694013664379	5.93768662965659	6.34557197654426	5.0373038003281305	5.98556147665411	6.356694137394941	6.06303634544093	5.50935751439924	6.05680923232174	5.161616949021259	5.630132181388889	5.411356160190611	4.71858892436694	5.37859737483528	6.08924283130605	7.16448935670246	6.33634947556072	6.30357319257741	5.8015497396855	3.72299850789218	5.964687770127861	5.29162213720566	6.07826678275798	4.04008806300671	6.79724095309378	7.78243968151489	5.0455837508404295	5.182982577555929	5.64731500616511	6.301344814543261	6.76464565412312	6.0555365825235	4.35801063078869
PRDX3	5.5666505827482	4.9657350227023604	4.62144533662754	5.12374723686435	5.44231903921464	5.07787769918379	5.601669712778669	5.678232524402519	5.011246648701349	5.5009989318021795	5.35477961403568	5.623267728171849	5.52753891293192	5.864460086036611	5.33860642785249	5.68782091680457	5.68579671397339	5.5011879248771205	5.17532616008167	6.200679017385711	4.99387686497011	6.24263501569139	5.97368645163944	3.9056012081776603	5.8677978633195105	5.396691900977269	4.9565422213927	7.51531363774595	5.7874170236654905	5.61543511245498	5.74298326762208	5.79466931181995	5.32791660588527	5.29596611152613	5.16910007296345	4.85749678165464	5.7853273632015805	6.16194440294847	4.38464146458234	5.78763937125477	6.27649838556168	5.1689434707919695	5.72712700420328	5.1655733991801505	6.173501345286371	4.88255413410368	5.46206406208763	4.97114548723554	5.7547909415024	5.55423172114128	6.416370818688941	5.15701140776201	6.047620815332401	5.27313906619359	5.580779797247731	5.1902075333570705	6.816014783851019	6.283911097111501	5.42772670629838	5.27743139035449	6.1488220239871705	5.20441174363663	5.54729844272941	5.90522388249207	5.747220079290821	4.848970320883519	6.26540143043784	5.367169005541901	5.35282199401854	4.89980655979097	5.425302107209151	4.70358344284756	5.936398474482139	4.2353665882104705	5.03747722934551	5.68490941021569	6.259603387419769	5.54590344340679	5.49038997039482	6.03875869903879	5.20320307224648	4.62666742919792	6.16904942334906	6.05196666559267	6.034151772918721	5.31853935790891	4.925367068122161	5.51139335788612	5.51436759988905	5.00901025734417	6.80444382061828	5.45207987788072	6.01620529520676	5.5590694245722805	5.68331944124308	5.50218675072193	5.19254521189951	5.86843127759358	5.50545663492396	5.78885129438753
CREG1	4.79036829471187	4.9890805754783605	4.84959732319531	4.95746023839874	4.86453900405463	5.36749098959322	5.64598737752862	6.7007437626213395	5.67059854099588	5.73396137192853	5.27769658942189	5.3534300935740395	4.937558912702889	5.42220120517846	5.69651002638226	5.82754732673092	4.477874503569151	5.87280520726352	5.83382080538682	5.289526189526639	5.694128886820481	6.759091579221151	4.93379941728949	6.44826282688357	6.36205425446131	5.40882271345387	5.8242217811915395	6.94470906729887	4.8587986844551	4.949349398959	6.449680018928901	5.35841015806309	5.43950304076231	5.332092849881679	5.33323101867222	4.986331722502059	4.83831130975218	6.06339758336648	4.96425056348577	5.94969169706841	5.4475189241846005	4.688465476375519	6.1699759158665	5.10307673856189	5.5455795927994	5.91259963587939	5.605442743844381	5.24183823446598	3.98907153108764	4.63225191458832	6.2014381356881705	4.18860642658177	6.49894954222903	5.67341558300191	6.041454411042401	5.6582036951882895	4.552768808930139	5.51075358585624	5.444934703400401	5.96498786295005	5.19308165232136	5.4249970491301704	5.395276027308179	5.10338245962454	5.10474433527624	5.58306954433519	5.24744691545874	5.87987776071342	5.897535912296691	6.10383656016312	5.853759012535581	5.346795825083549	5.13525452008897	6.391091333859889	4.90788477525281	5.751817104211759	6.44203310637305	5.51593628398545	5.35436087026898	5.18949772469824	6.1423049327007995	5.34117113134902	5.96107271976169	5.591598929657231	5.6624355893065	5.86428761112957	6.0700901682784805	5.30635066221243	5.64232820403847	5.64595699759421	6.126533443571709	4.830400649409951	5.29513424046078	5.09047098909369	5.93241167548463	5.20965119454214	6.35137971747389	4.6871013646896795	5.95949378173685	5.15291739555921
RNF181	4.437976609343201	6.03142537250314	6.395395286864701	5.623635180189531	5.32220587524516	5.7334733835647205	6.1543450745207	6.235526860687719	4.523227331633731	5.57475521136881	5.32543283413368	5.524191651101661	6.117473473071961	4.98681205377937	5.61959239376933	5.721188617342969	4.65616208790179	5.532865604639231	5.96822088230044	5.74200010327647	5.267715533049679	5.29335630196738	5.66528554426189	6.34004769833821	5.805326049124861	5.969042603819999	4.24263236928271	6.1541570522196105	5.78719645956705	6.48944583470065	5.93924511900071	6.56089677261391	5.780729665697661	5.04999232662705	5.15995440661413	5.01317832168896	6.18830509088313	6.15704763285673	6.678190272074129	6.20244233145387	5.81059466604168	5.332136680150059	5.2543173837993695	6.512364152294889	5.86062318303117	6.241126481122709	5.645383225758421	6.823716895772071	5.59751478596835	5.473431326969511	5.427106815564151	5.77806431147192	5.52523198642912	5.677865745038309	5.34619378856429	5.36165957289671	5.4511004170583	5.546829010704349	4.822104231082269	4.93425500802021	5.03492952773176	5.74997052070225	5.16116389430285	5.72511726226742	5.94083392698876	5.74096990215541	5.51603622749901	5.63966198747611	5.733576153591911	4.90491699848843	5.40577872451393	5.853811000533731	5.81200628197871	6.98998804945377	4.952308436468821	5.73504802416554	5.332988855537541	5.17578258458987	5.50788428513236	5.427643886197809	4.97817598551947	5.59288685089863	5.72288006812181	5.46080044317027	5.545120966585441	5.13512832113785	5.37173830805158	4.77746994943341	4.88644089066685	4.78496178595631	5.86834621248882	4.40499572663158	5.40531874407809	5.13874385463872	5.369473520228451	4.97969130405169	5.53719797209118	4.99590551742986	5.10382535644644	5.120271335206691
EIF3K	4.999391724652349	5.24783479729508	5.598331476916701	5.41273150902734	5.58927536251686	5.57644107288837	5.82730075944487	5.46764439210184	5.97588283105317	5.26652697871676	5.524649509880331	5.9811709309586	5.48862428256781	5.23227854982482	5.25788287725209	5.7471084569277595	5.642730931900299	5.18933435960416	5.53825627756451	6.2758657398068	5.86256950723781	6.978388868922419	5.21726850715731	6.5815043054421105	6.25476330801314	5.500861454005901	5.48058035694319	6.03732004328266	5.34195920005366	5.887662959773491	5.6777108732222805	5.140472814304919	5.894271208221049	5.17655277316876	5.6639218786932	5.68152415502013	5.9772093170851806	5.68270208873216	6.93391673144458	6.193810171220179	5.7560649395597006	4.98555036089837	5.661052224955079	6.56541755157913	5.4538163791634	6.547753318866611	5.86936584018133	6.68495092899776	5.19153996919505	6.285385896995809	5.29260255664241	5.8968010275183795	5.50475948982751	5.67168708631343	5.51195495290866	5.99737634223127	6.04295035611447	5.50929768182392	5.41111106239971	5.45211528500297	5.601699096527719	5.41297813850947	5.410103149825879	6.475138205156259	4.93622425507405	6.830888347168901	5.54272843880662	5.701996763456581	5.85695429319338	6.7374676597442305	5.8625950575293695	6.489769204401339	5.943842941805039	6.351017630829481	6.02353230745917	5.68106830044076	5.69183560097368	5.59176156133412	4.6955382668643795	5.03347201204424	5.0563392991097995	5.235947267673031	5.36303154328241	5.16351838463791	5.7260513626937195	5.17701455086494	5.48278244150864	5.47045788580171	5.58579605631806	4.6692470629352805	4.88687162546707	5.17425949692078	4.629357515006361	5.58201817979992	4.9601051563774	5.25528166775591	5.04253506385676	5.2031129335214805	5.77812102415177	5.33607669470581
ERP29	4.92679118408766	5.20522948445387	5.81057820715989	6.16170703128197	5.24106143402546	5.77912676868013	5.955696841602269	6.242515816845899	5.895420108544441	5.132183844617691	5.3579757663901395	5.607258198906879	5.911930929173581	5.98534093413594	5.7333680133747995	4.85333754063591	5.42738216768082	5.673558970670741	5.67936356612485	5.653493300103119	6.00091689285595	5.6720358580013395	5.575064731296919	5.559353266073309	5.96849708318012	5.1321012111516	5.5453281350090196	6.32960179146778	5.34958782411302	6.267681122735669	6.1803164029457305	5.89965045403575	5.74972652130682	5.432739660535951	5.64734360985163	5.11698294571871	5.41669367769279	5.93848597940035	6.63137479105307	6.00367670040662	5.718668802709731	5.788353340428831	5.68312401083248	5.8041085354197	6.7235899913245305	6.7272773364221	5.5297122942322	6.2435479873273305	5.3991160366115905	5.717231534670731	5.50756346239142	6.10382456000257	5.57620643495195	5.48245810430797	5.61782613290171	5.58042491577157	6.18341158296225	5.49286068008345	5.242294628493849	5.348239709829371	5.71288962490549	5.7687787015798095	5.31268128696587	5.922823065571441	5.49454490370616	5.71736344504557	5.4809397988639805	5.17086861282611	5.97320111071185	5.2710907936794404	5.938202820975231	4.68190760381271	5.47736184816637	5.9182155563363805	4.5075008048225405	5.81684516775239	5.55557320629203	5.14067869374166	5.881885898504981	5.16563958593471	5.03380286086468	5.27602687831683	5.27008865614779	5.8711670838450996	5.20904578111753	5.37571096881564	6.03103068379274	4.9622454115144405	4.99297208570504	5.26478872690306	5.8656138042700805	4.36679497358886	5.03229775901838	5.377058473091941	5.189734014659349	4.703044034251691	4.75509040720109	5.02105584533856	4.868450689090469	4.95749356599431
PSMC3	5.1553698225828395	5.96179283773399	6.2797847090725805	5.53626692000183	5.4429071353238205	5.334854680878499	5.710166276174441	5.98900270609764	5.27765895379225	5.24951756979722	5.3708528821513895	5.33369084684247	5.690115564333089	5.529070603665839	5.89920688097565	5.57996188129387	6.310970167172611	5.646540871252809	5.646414950801059	6.30743233970634	6.2530709666284	5.69000132840771	5.38322179705628	6.446622870298119	5.887772856000639	5.8869926061659905	6.048192886110081	7.195098482977571	5.623019009404629	5.97907879473137	6.4690659938635005	5.615627874560831	5.78071519618868	5.29195082093034	6.09077018789916	5.02070613903451	5.826885734941549	5.95386791511413	6.40024347090225	5.7379847277536	6.306615497626701	5.48690560307603	5.2025563147371505	6.23528324075359	5.352222184449491	6.638203846629679	5.284146124859429	7.11134355667488	6.200631217231719	6.86052022805773	4.9885148051093795	6.68171509177613	5.6228464863436605	5.328828295304451	5.77036590550416	5.293190095989679	5.79324015393742	6.933966979428741	4.93675242915893	4.80451669591011	5.41681882687297	5.75608349755858	5.218755063184429	5.76666441350397	5.14164153924156	5.632625100317591	5.518248291190151	6.52942311899438	5.87377171563213	5.00072856494861	5.42554647323022	6.08909823070737	6.11475113785442	6.46083692030643	6.26865031249842	6.12579505181676	5.35385638147616	5.09963931123797	5.58032377527542	5.235742199461231	5.06214228767571	6.274994801709	4.69867026053126	4.961986273158139	5.67875622102611	4.72190124222569	5.26673119457224	4.76545555670446	4.99048025349843	5.5461336895935	5.2012687627020595	3.7652887960017996	5.935889246152639	5.69938844278915	5.17668537711171	4.716162305865059	5.32067581572041	5.24556502297096	4.554358865199389	5.15828174440314
IARS2	5.487796784214691	5.46948929943169	4.5109600913698396	4.85949371333406	5.00353129734915	4.88861471653493	4.93860724345063	6.5307034916047595	4.88091720879897	5.13802434512171	6.1014325077375595	5.38360319727344	5.1795831615856995	5.569543606579501	5.53187250938143	5.7903361162096	4.62971515754246	5.79584038604921	6.09173339706913	4.935077617799981	5.10487185505698	5.700828850736131	5.027041718719441	3.98676649981654	5.55925379597116	6.16517384516608	5.3176089767439505	4.99682026735588	4.896812680008719	5.43490997395638	4.242671851770299	5.5616333973711205	4.97591718967504	5.023680836848059	5.26572304740436	4.65771904286018	4.409273567924	5.41733176480942	4.000397992736	5.84687908265036	5.599182453505019	5.62952632626145	5.42007335444113	5.91395206828386	6.111556263165929	5.16864376013338	4.79146413254343	6.545663762408201	4.94706250053711	5.84661625984442	6.453402939639701	5.99209969506123	6.13541107956836	5.1700591804785	5.4156034152113	4.80392827060298	5.974888875439349	5.91277267089275	4.864931268911571	6.32925767961597	5.52753674238203	5.6253690956092095	4.96267040745734	4.980846063795171	5.624959368160661	5.23363282318879	5.43390869813446	6.27551997321797	5.55826369970645	5.91263687578055	5.38615056096429	5.9480931590291	5.20085608799318	4.30878452336516	5.75856107573526	5.701233082604481	6.22569433991226	5.4926252778413795	5.49510519596946	5.819282040988551	6.02221101072028	5.32050270126169	5.795741142499031	5.818957743352031	6.303573363782901	5.561927327168231	6.437511101433259	5.070893859971379	5.49406481515451	5.95543303726949	6.49223915537829	5.97700599160315	6.793156152455441	5.804565107607339	5.81013493315183	5.4848909403024395	5.64171704691218	5.37040892924052	5.00113069295865	5.15382470793969
MAGED1	5.613572481034731	5.347661749655099	5.67344452163086	5.92036115453431	5.48680738149374	5.63323508966966	5.60215241139401	5.22902906628412	5.695652902294969	5.85663587780022	6.11753018865973	4.82820100664776	3.8346511495234705	6.353445016800981	5.5836889365574205	5.1534806816732	4.98359554652322	6.791978407978361	4.8280112808388	6.35575487691389	5.323731493535161	5.96326530152812	4.8037851200779	6.20758476336318	6.15050277934164	5.920906225342821	6.114005783851041	5.40793220142578	4.813642660670481	7.0362888247507405	6.79872648863763	4.28427325899966	5.015550734509981	4.81242258077772	5.23474052700655	4.795541552968629	5.05113102220959	4.99279688296879	5.66516283874162	5.88399001931991	4.16160985883291	5.821851270600161	5.84882052574717	6.2475753569401	5.99219076355758	6.2485388959604595	6.21273339483533	6.492896139508599	6.00474037638095	6.79482051314655	4.88422742865279	5.82217847111967	4.82497694226056	5.3138102307959505	5.43138770997656	4.948405557975501	6.12246448102717	5.916738751780441	5.20963581860239	5.73391449428668	4.926871930547731	6.00203901261683	4.81638697390226	4.9944838214615395	6.225515718263219	5.77679451078663	5.56018151461413	4.8863374768874905	5.959359020368121	5.20428506517641	5.7609403232980405	5.08274788985105	6.32058013472067	7.36014197196699	5.86305635343326	5.9244492299449405	4.550997173068071	5.27852078532214	4.35482737590727	4.4825014604002495	5.338530092040919	8.02116665063693	6.21501747586692	6.966452538339679	5.3146376776082995	6.04519596377096	6.1739991305241295	5.09611463874721	4.99715900387831	4.822960362535969	3.6558377461988996	4.39488764403053	5.66115433165524	5.20601023062057	5.62189494354484	4.60159574849817	6.31343404537182	5.1845020769186	4.74611739285768	4.686862758459999
IRF2BP2	5.47791297644305	5.279036030254099	5.11409874921179	5.48755216200591	5.142325550498691	5.475152554593789	4.8925021881715	6.03070305981007	6.02541005844141	5.40110931844378	5.92452701690306	6.061868789972349	5.02971866577891	5.0164824612224805	5.77196672070619	6.04717084889612	4.544514560468549	6.1137849800713004	5.46411880877775	5.68783930865394	5.35127458680093	5.189223484131349	5.21486590072753	5.690525453323341	5.998036975164469	6.22635447611667	6.43119686360138	6.228506846457139	5.297370027157389	5.21794722431789	4.10667632761579	6.48871298040468	6.177557452711401	5.00266794975995	5.255954644148519	5.75992031501487	4.78148437901392	5.388641776441831	5.3110492052595895	5.84298594957477	5.3050143389286	6.18370224589419	6.18807384026422	5.553043034125721	5.67716407575202	6.24103126398965	5.14135223388594	6.90762569649849	5.465419734245981	6.163260606636981	6.00195844644455	5.49709976065338	6.171975378881731	4.8863705993826	5.52635143932073	5.31836930320486	5.736303430498659	5.782824150505509	5.585705353254331	5.95532475992304	4.86061890133231	5.719032587400321	5.28009759889441	5.177052972532009	5.3256034780639805	5.62917058875962	5.82602963314569	5.67169378051489	5.2355949633423	5.620716818600741	6.06893371040867	6.31029611123769	5.10938486769778	5.14085885747055	5.361453957569481	5.45964961511156	6.04098448510686	5.37115966210172	5.32434151821604	5.44509719166583	5.785957003745461	5.93363652606972	4.94031601789927	5.67205949214306	5.57087940454082	5.306105561905951	5.907574239149731	5.29034669918258	5.5884673420855595	5.54048725204268	5.05574828185608	6.18753928321897	4.7521293385123	5.384958183140861	5.9442522620288205	5.7098778080426005	4.596580392668639	6.12660892430936	6.03935287411344	5.01799916512703
PLXNB2	5.840700907010209	5.77553404937307	5.10165430443263	6.424362360881269	5.9746679387130905	5.779624515416981	6.38658199360198	6.624947095952249	6.094217718192691	5.10879957908065	5.85770798832265	5.9295757477218	6.5552654423817005	6.21563416974908	6.09095557581437	5.336233686222981	4.666484825383169	6.62657461852857	6.2035834675468005	4.9681696496057	5.93877033141504	5.88835994095318	5.37451429801546	5.12544375842847	5.34261890583424	4.286141711421981	5.475308781701259	5.540628983595529	4.54764318083332	6.972638264275281	6.26354392430918	4.877319046841571	5.57440623369906	4.85043030021781	5.285876879689719	5.712492522760559	5.1089402748893304	5.68313443170582	5.4608045106195595	5.37356760444677	5.88648382486043	5.82199037961514	5.122714727136491	5.354269587433651	6.00158060710309	4.31086581123484	5.59669973233601	5.18132608727573	5.81049441986125	4.981016309749	5.393552406757769	5.2499855972977505	4.904936308459701	5.155537937783469	5.95787908655558	5.5743776725379695	4.98584344441434	5.61651971740639	5.64372787538195	4.72807738037886	4.9283528138584405	5.637319925494161	5.248634391461519	5.879102066947559	5.89215523234294	5.26832917400628	4.80196643850429	5.84572804536566	5.19403905104118	5.51459184404506	5.89499802639341	5.5526985758159695	6.304650588714519	5.586011294434759	5.22524133883816	5.229691224165849	5.496786432890639	5.30831625114308	6.0242195137907695	5.77480922095914	5.39566783980924	6.16982370848701	4.5708045206088	5.49627476439659	5.5851001711783095	5.264773125639509	5.38013370693087	5.353063852113911	5.636773043512441	5.84842163938479	5.66429672092021	5.203284480669611	5.440162061909	5.3627140939694105	6.04019646297405	6.03070560465317	5.69011750720767	6.060835356709481	4.97211863361409	5.21498543806527
MYDGF	5.88460915679465	5.78164478644523	5.706666279982281	5.90368973829626	5.133546569259059	5.712684546706259	5.757089925755941	6.794906641614469	5.00409867953063	4.833582819897679	5.84643793503216	5.75527910297773	5.78354450895078	5.55624859638337	5.703864459356519	5.3369198337265304	3.9002342024093104	6.209752314454089	6.0463762708588895	5.1326525398814296	5.60803184482537	5.908683265891191	5.19329587631683	5.89623508699751	5.98798085548931	5.89691999028474	5.187116910869309	6.248722596546969	5.3278609673001	6.3204078518889	5.99517685980157	5.776109232690099	5.667200272745559	5.23434254227869	5.41074646106448	5.27359646736999	5.57304114086129	6.01465763507118	6.4958433123474	5.8004396408767	5.8002479815462005	5.255425428106	5.53034953099921	5.431415192860629	5.827419748443741	6.59659388063188	5.83782420668048	6.452385007832639	6.17819548875561	5.487053635756849	5.20246090627976	5.4567688339605995	5.59066740176332	5.44010753245212	5.50649396635271	5.5857053858856	6.128148223275599	6.38288770306433	4.91115719253641	5.1320212900696305	5.26992017424537	5.52955212396277	5.03772280406125	5.580695749859201	5.62491222392887	5.53668013671617	5.41627478355917	6.05964062122302	6.24494233659109	4.8311110622527496	5.47824054987192	6.24976268846967	5.92714957898859	6.369413223169089	7.398133190766929	5.90363206420729	5.517806439435169	5.17195244558297	5.007290872870571	5.43343302297695	5.20366092653413	5.469531969431161	5.051813377409941	5.01232995372268	5.364693042647099	5.3297766902247306	5.414360124201809	4.6168735230535995	4.75228540115652	5.25928177156788	5.407269475188169	3.90298298252493	4.28415852765217	5.41944596917964	5.39939325950789	4.14058972096012	4.48252313056063	5.0691520693559005	4.35074281222296	4.73070145408758
HMGA1	6.05392661956382	6.72546547770337	5.11899893132351	5.7502165343367	4.3654740894910695	4.91491224581641	5.540529311430969	5.634059230741889	4.93078518738601	4.08808231333881	5.35730467162931	5.7072297333626905	5.14479478559811	4.30980922946218	5.57822743378289	4.4150164931136295	7.08789837690807	5.88070995298106	7.04542122166142	7.25117112560125	6.516861415616111	5.168595939805639	4.77923897810746	5.7217014485192195	6.38451871829998	4.81874150868423	7.67981780350106	6.15467655184421	5.3393957763024	5.010955631271269	5.98647421505293	5.49981304472373	4.54878755846224	5.22095904644538	7.5045758534674	5.0740858317333695	4.6506100814333	4.18612374520083	6.4388599398330495	5.07748996759483	4.86943640679388	5.01446276912244	5.2557276480923205	7.45138824288092	6.01230909612302	8.0608621065714	5.061350091473099	8.30934722005019	5.934989227805951	7.8401772398004805	4.85700906404051	5.30804376742405	5.1833035272616	5.40427496196513	4.56778927432229	5.62804873815803	6.09110741868866	5.1589556729892	3.83984183263098	4.87950701873736	4.67930469903829	6.023470135497759	4.85758939417883	5.19360026395802	6.1704861009705905	6.1488445177121696	5.69803069014558	5.72933223512075	5.72259714830997	6.879680007292019	5.484071816009691	7.5065789323619105	6.23394945270785	6.5582514801299405	4.7205458019455095	4.01349455617056	5.46135226820392	4.13327031154051	6.27044831958212	4.81768615860803	4.4400835215675	7.26509630658831	6.0379806193119405	6.37287632518671	5.671573154462941	4.455808285777019	6.98584163637675	4.79456350293634	5.43702132995258	7.125088466147901	5.880487193127901	3.66289607175601	4.44528205405503	5.493870244415961	4.7934631430664405	4.82649479725805	6.83153985400427	4.10120022742633	3.86636293989217	5.290826164502731
YIPF3	5.44373420338383	5.5346757741449295	5.47521124704924	5.661861353775481	5.33286629818461	5.622910682261981	5.52074141601544	6.170956011016741	5.41470757757421	5.63520450400658	5.711166155708179	5.47308957739563	5.76745103037076	5.66009676037883	5.1672776733552	5.3258147773071505	4.85027541213847	5.65707992395851	5.6282356640303	5.77911040942847	4.98954300762805	5.74910363127264	5.26817216402615	5.047537467787429	5.18713673209597	5.849136032796429	5.47861606923591	6.06908511292369	5.616537084422379	6.08870098969077	6.38921062254387	5.26810721269739	5.68182969845879	4.71933278442447	5.003037097976731	5.0633270967808395	5.37405960899254	4.76684238624275	5.958718401940299	5.624342001507349	6.52172636076777	5.384802075955339	5.310911706835941	6.022698458440809	5.55031907924956	5.324840751238581	6.021137136439839	5.09758567568312	6.00401126640402	5.43776608712492	5.33771128384214	5.593592137819099	5.52366901117969	5.298948815857321	5.247403892453169	5.06944746671918	5.1580189510879295	5.7096864148914	5.26959215904115	5.63179754681126	5.16260430340903	5.779355025577639	4.98215613661416	5.57521686939963	5.5809412466182104	5.38782686292971	5.92054525135676	5.35249804182742	5.68865437776759	5.15816902540854	5.47382164800694	5.22335391935594	5.36638524343614	6.623715789607769	4.65548364178961	5.11471555660451	5.30783994193488	5.0115907034267	4.969472776336491	5.28133726038797	5.30357167126549	5.82064808995836	5.747331124898301	5.79043113231404	5.40896458585354	5.30389234526676	7.304456288671731	5.0089386486100596	5.23066946122841	5.400329623858269	5.9916416437102304	5.138192748418111	5.38541756178794	6.064520611170111	5.612537658883599	5.05810951979818	5.40283531216353	5.725419220708861	5.319005272084071	4.92944931694753
SNRPE	4.8155799959122	4.71925097130892	5.64634329299916	5.45847153473232	4.91020365559658	5.53671526121055	5.567233346456571	6.20295373340711	5.36418346324035	4.75841283386014	5.91007675992199	5.830818780040751	4.75363842009722	5.17200029432562	5.57728967553838	5.191713846877111	5.899900802622139	5.448565579697631	5.681707247919951	6.4743157768788695	5.92095380076879	5.40134886187711	4.90580664340746	5.672759932324929	6.07504051747363	5.7811460714898	5.99782105508383	7.01408354281374	5.11555885087917	5.526629151427209	5.44939641985338	5.99800057155107	5.613206138191679	5.13258176625563	5.97019969339161	4.32771181435367	5.03343344540267	6.477617146429861	5.3946607816908	5.62467923742927	6.100208610635411	4.8907867694641	5.63670215323902	5.971184455493961	6.72584454934793	6.5317676320835805	4.93802973104907	6.67601998082744	6.2932122590667	6.28743389017057	6.45949805246127	5.359699117195889	5.8952692292831905	5.246607584526361	5.84905621446554	4.7445520813779805	5.89504270976096	4.74261162691096	4.5921241550109295	5.49605756711106	5.01103791385378	5.32421712118316	4.57526394829291	5.62446046079927	5.6686842306339695	5.533784549619139	5.21219430656317	6.32031842154706	5.7045832474119695	5.18377746953208	5.76513002172678	6.91529810715792	5.6417934310371605	4.873062435875941	5.3636010059442	5.55225485593333	6.586890279038191	4.89596296068319	5.511370961419411	5.08309957815562	5.70503957626925	5.4075425288984595	5.55050200177985	6.07623385028913	5.91648732275708	5.0158936390170705	5.32922471725814	4.50916211845706	5.446703392389719	5.4485131777106295	5.58824646625532	5.773217496533411	5.33082901114549	5.37840016385176	5.122361035885089	4.90714457883363	5.577617814920501	5.15877308112545	4.87905059308502	4.953337494035219
