	baseMean	log2FoldChange	lfcSE	pvalue	padj
PLCE1	1773.1826400787595	-2.2324310725849728	0.5500750332177651	3.915905839865879e-06	9.836565894876408e-05
PALD1	1390.9233188467465	2.21559982177158	0.5441945992666946	3.945847767818038e-06	9.881878783838718e-05
DSC2	5192.000582237846	-2.1847092418579668	0.5397995184426099	3.944395145813574e-06	9.881878783838718e-05
RP3-323A16.1	24.06702706111207	2.6683074731285097	0.6610275627557353	4.015141368786676e-06	0.00010040272181827405
PPP2R3B	627.6540751123904	2.3026034884447886	0.5676629958854897	4.076809870071888e-06	0.00010179150538747914
NOB1	3238.0224060397127	2.073243931153909	0.5057576067447522	4.0897570126143425e-06	0.00010196144960577859
U47924.27	143.17005074040497	1.5798602506172816	0.37745670152003563	4.123625314593281e-06	0.0001026516862421392
UCKL1	2991.41931877281	2.2557803373978143	0.5557740002701641	4.2136954758459545e-06	0.00010473682586967998
FTSJ1	1652.6560144089517	1.594493595285805	0.38111607748836995	4.2787135332719485e-06	0.00010619396039827719
KCNK15	84.01277623196368	2.9699288727789486	0.7485085858576225	4.287834073667175e-06	0.00010626148799876084
RALGAPA1	516.6040945077384	-1.4474236832777012	0.34410059390276343	4.315684134639255e-06	0.00010663336216004492
EIF6	8270.123540829396	1.2755703795775395	0.2985464716220671	4.313296999901361e-06	0.00010663336216004492
P3H4	1127.780998290169	1.465524094088558	0.34732773649959003	4.339877385287703e-06	0.00010707180401978756
KCP	88.12444719367421	2.479400031974547	0.6172674843782703	4.408088264551617e-06	0.00010859331979913212
RP11-680A11.5	22.046106329121397	2.197000948894135	0.5381778127360937	4.446687473655785e-06	0.00010938192416678614
ENC1	2853.11573105959	1.643492173937055	0.3945626524515785	4.51843983450612e-06	0.00011098250741440771
RP11-528A4.2	66.14969651751204	-2.1881464993786257	0.5482278063815625	4.570476909346423e-06	0.00011192949646428909
GAB1	1154.4886782286173	-1.31387170377809	0.3102470137316233	4.569404124852912e-06	0.00011192949646428909
FGFR2	1389.461912393571	-1.9611698486374842	0.4819970796816481	4.591123555030052e-06	0.0001122695368302194
DNASE1L3	569.2154144363814	-2.869593341973319	0.7277860749685229	4.660091568759715e-06	0.000113788471187774
TAGLN2P1	38.44725320018429	2.915901651965961	0.7420201048583447	4.674220869010124e-06	0.00011382274321993371
ABCC2	93.8978587702856	2.8083233855318155	0.7080152047746717	4.6752054249575275e-06	0.00011382274321993371
B4GALNT2	1983.7126012334345	-5.102941454424793	1.3510632080177694	4.71379116802893e-06	0.00011459412672613815
HSPB1	29805.500284533126	2.1256296168312523	0.5241669755117218	4.755087111507026e-06	0.00011542904444365887
WNT5A	472.17549139226935	1.2930097964500082	0.30530984835190156	4.77038038940655e-06	0.00011563123501562972
DBNDD1	456.0526822008233	1.9561327352001663	0.4804541596641771	4.78370124522519e-06	0.00011569883376287209
RNASEL	631.8220308513294	-1.312129391216539	0.31224583614164136	4.787105444175688e-06	0.00011569883376287209
GTF3A	4310.071293663878	1.5040275415181779	0.35805747930991333	4.835575231538899e-06	0.00011670042317510447
GPM6B	483.2906916222938	-3.1699421234605802	0.8132277970421907	5.001537632349053e-06	0.00012051639447186425
SLC39A4	5242.827276309355	1.9669977999734638	0.48249189011949006	5.008209599228278e-06	0.00012051639447186425
CLEC11A	420.65474321181625	1.872898300213404	0.4596197515700039	5.019156396503253e-06	0.00012060502577068019
C12orf66	300.3048726312982	1.1327828614914093	0.2648001181230635	5.053577157751543e-06	0.0001212566403573795
CHGB	301.9760093710365	-3.387854352994438	0.8760942500939584	5.121304359193295e-06	0.00012270438323238884
ACD	863.0169823964038	1.3902609256840421	0.3318317039074144	5.176456592195512e-06	0.00012384709691183612
CCDC152	105.41787352555149	-2.8454008373850126	0.7181820365381704	5.205535358303166e-06	0.00012436361020038238
MAGI3	987.0846247297877	-1.4936479937042448	0.3616916910952522	5.258930029047175e-06	0.00012545872730215416
RHBDL2	573.6574015250419	-1.9346275181899388	0.479868321955458	5.34454739761884e-06	0.00012731831418947377
OVGP1	140.5695653904751	1.7633259721124594	0.4319262664510714	5.4052281731412215e-06	0.00012857938192956567
POU2AF1	820.5369315064098	-3.019801719856946	0.7767211051763558	5.425603033554849e-06	0.00012887941740936294
TRMT1	1680.1576208406502	1.852297269828789	0.4558610282803554	5.4487053637563726e-06	0.00012924329122830115
RP11-158H5.7	52.96371014487887	-1.6894173337592475	0.4096938028733337	5.602578705980222e-06	0.00013270359034821055
CYP27B1	128.03898502202603	2.320201668919482	0.5836074314075048	5.611076938672667e-06	0.0001327155576776652
C1QTNF7	159.65680621113503	-2.5808723307436687	0.6572300748577133	5.653870457430595e-06	0.00013342016996569154
IGHM	16553.45931426549	-2.4140081962911233	0.6159718235347355	5.656938066480778e-06	0.00013342016996569154
TLCD1	422.7389189867819	1.5732476812740277	0.38231603726350755	5.694590587492291e-06	0.00013411770512726526
DDIT4	3099.7037089621494	2.086325716739381	0.5202158579954953	5.80687964661314e-06	0.0001365685972413096
RP13-582O9.5	184.2861881142922	1.8320637392328176	0.45371900346452904	5.871940171158493e-06	0.00013790338698997965
ALDOC	1652.8478519432085	1.8934151090859699	0.46854824112943505	5.899409655313395e-06	0.00013835282191641753
RBM24	118.133350238488	-2.5449794218678212	0.6505536635769666	5.914554822292868e-06	0.00013851236709358362
CHL1	379.4041222690965	-2.499322491650843	0.63712579070791	5.9631862630716714e-06	0.00013945457001696062
UBE2S	1035.5507023071712	1.9561626876981408	0.48624457041660823	6.012589686781992e-06	0.0001404121507163547
PERP	17671.982315714966	2.1694137531392776	0.5464996070861634	6.090870739307962e-06	0.0001418412591240805
CD163L1	597.1085631101454	-1.9931251182754453	0.4995731541985968	6.0844556375415385e-06	0.0001418412591240805
CXCL16	3065.3084957561505	1.3409076326574036	0.32191201113383444	6.1010442591825045e-06	0.0001418791861056951
LZTS3	1040.2776188646005	2.4638373565618608	0.6254978967749389	6.130118369882907e-06	0.00014235592365529482
INHBB	204.73718077052388	2.2399231153793138	0.566167904240329	6.1473367709458865e-06	0.00014255639629159986
PRMT1	9733.659750188339	2.0425473527986906	0.5115595936034714	6.347942139668904e-06	0.00014679837226610373
DHCR7	2589.911165576451	1.3277495143406985	0.3192416470787985	6.3649193582687356e-06	0.0001469862601177943
STX1A	288.39153646428923	1.741052463136747	0.430919334525976	6.377166762547833e-06	0.0001470645512852003
PCSK9	1863.0703329370228	3.0134903590314157	0.780034988073065	6.420400732013277e-06	0.00014785621879937372
CHI3L1	1053.700961834842	3.820661759508222	1.006480810397171	6.461912927654166e-06	0.00014860609730023514
TLR3	775.31442116362	-2.316397074513742	0.5897237490108277	6.5148846155412175e-06	0.00014961707352205585
FAM50A	3254.7512364244676	1.824546307337895	0.4539550756842119	6.668920315101102e-06	0.00015294302888389322
PDK4	3276.5161415254506	-2.760217327020352	0.7159908966817423	6.679414255522357e-06	0.00015297240592923204
RP11-349K16.1	139.1456193492641	-1.6055412403921918	0.3992113346687552	6.794609500469683e-06	0.00015539627568291817
JOSD2	1026.5680962294325	1.2416570204512134	0.29675189473138525	6.809158562936246e-06	0.00015551481262585066
WDR24	1344.987262578465	2.7912127544509064	0.7210447500152152	6.835207216715738e-06	0.0001558953030581705
JADE3	456.3996757643181	1.0426053139468148	0.24615977154126806	6.883544472755053e-06	0.00015678240387602868
KAL1	177.3042196569319	2.5373519713781345	0.6532178586994819	7.0194867198963354e-06	0.00015965966780432704
SLC2A1	6647.560881963594	1.8809539892303573	0.4695166221762261	7.057024356435014e-06	0.00016029388839158273
CTD-3065J16.9	52.848757599721594	1.7143815186172753	0.42567073613432804	7.128808904605745e-06	0.0001617032008908112
RHBDF2	1200.6487576519949	1.2589146638433268	0.3031435225816261	7.189713234336576e-06	0.00016286220810767324
RAE1	1737.877835441341	1.426233488084613	0.3472378304219138	7.200007747514786e-06	0.00016287319978165602
MYOM3	456.54671207351925	2.416322879405381	0.6191743815221182	7.213119595694414e-06	0.00016294780648559192
SPON2	2114.795683180781	1.8198423475650491	0.4539314979303	7.2434803361597665e-06	0.00016341134171412604
LSM7	4422.611135666309	2.208089275977066	0.5630116820153184	7.471857017505176e-06	0.00016833475429939748
CASP5	820.6306772412245	-3.092587135345985	0.8159095584747565	7.508210672768094e-06	0.00016877700169374356
RPS21	33469.29786039025	2.0561353460400134	0.52150730046252	7.511816685839345e-06	0.00016877700169374356
MARCH9	667.9343368226471	1.4317832143040001	0.3510221552121033	7.560052398105967e-06	0.00016963122975425875
PDRG1	978.8443224209702	1.3921635497608777	0.3385542176888906	7.691286088713803e-06	0.00017234293416599727
ZNF511	913.0722994655275	1.2486652628436343	0.30176055574410116	7.728758038285667e-06	0.0001727518471045361
GAS5	9667.581096544507	2.432629434480946	0.6223351690737756	7.73034343523671e-06	0.0001727518471045361
FAM126B	692.1612376236718	-1.3924866639289881	0.34061512718281634	7.773135012049426e-06	0.0001734746421237482
TNFRSF10B	2097.4881285077913	1.2855485067779586	0.3117869356761848	7.792631032586423e-06	0.00017367630290612748
RPS19P3	42.5385052389223	3.693766806403381	0.9813300138243638	7.812700981459963e-06	0.0001738901971798408
PAQR4	1184.6348437105908	2.2695829326697154	0.5818511512201081	7.841351201869824e-06	0.0001742942374241587
ALOX15	189.13519322540978	3.11775580284769	0.8213532628705655	7.866498578012982e-06	0.00017461944169696198
GIMAP8	404.1315117701276	-1.8255808501035342	0.45942793768854123	7.94285297951446e-06	0.00017587784282153184
MYO9A	729.9732506463881	-1.197963473044428	0.28904879094754476	7.949236139915464e-06	0.00017587784282153184
GLA	1029.7214106073855	1.3216365951002245	0.3223535519582435	7.954966270716117e-06	0.00017587784282153184
CEP72	222.44915971124928	1.6909914798642045	0.4224399076542223	7.976299399483505e-06	0.00017611499365561718
HM13	7589.508221545272	1.4561086373227548	0.35654887458360623	8.005467988144038e-06	0.00017652429013963297
UGT2B15	603.810539678479	-3.6835233981162436	0.9919283220276705	8.078869517836215e-06	0.00017790656428932694
CELF2	1450.6908023604312	-1.1349751956799514	0.272892008894364	8.171677256144468e-06	0.0001797119591536725
RHBDF1	2140.7361624867062	1.9042342897212785	0.4814368452226684	8.191205896610024e-06	0.00017990315172924977
RPS23P8	95.5903325779099	1.9229734102831488	0.4898615111593297	8.245531499829942e-06	0.00018085707400683796
P2RY14	283.7841928457881	-2.5598734252116744	0.6656947306538816	8.269117717171263e-06	0.0001811351326858993
TNFSF9	115.7099846402359	2.314690820330186	0.5971767786764445	8.477804263152738e-06	0.0001852177131386685
FGL2	2818.2590657690603	-2.5256265104222897	0.659191447055823	8.467948131939141e-06	0.0001852177131386685
EEF1A1P29	62.21645636074981	3.4669964333209817	0.9278421562601542	8.500476911533312e-06	0.00018546901266635888
NKRF	330.3064819031326	1.2230436754723064	0.2967228101269851	8.6858041699024e-06	0.00018926390083603604
ARFGAP1	3866.330931841696	1.5181259736360742	0.3761766120826878	8.819822859938543e-06	0.00019193229196123141
DPP7	3886.1517387700633	1.8166686809310237	0.45925587503484827	8.95589896197382e-06	0.00019463841147200695
C10orf2	643.0179569590613	1.3088342099210577	0.3205383891709703	8.97459312577891e-06	0.00019478973105938957
EYA2	485.00610028516104	-2.8353732624023715	0.7536784553485423	9.048810863934102e-06	0.00019614419789133397
PTPLAD1	3766.3272534363846	1.0995691942616521	0.26432683204315216	9.186182811525832e-06	0.0001988622938755866
AC016708.2	44.382432217650475	2.594559264809005	0.6830823428173918	9.234247222505019e-06	0.00019964250114905383
RPL13P12	1336.7871071618517	2.185735311375344	0.5652624708469516	9.302558012975653e-06	0.0002008578325714535
NAALADL1	505.63666621237655	-1.9203422432273372	0.4917223730282567	9.399012925816798e-06	0.00020267689690943132
SERTAD4	250.5387645655752	-2.325174134799655	0.6058979684130513	9.453659843572072e-06	0.00020359087943277651
GFRA2	111.22595432327448	-2.390546781297991	0.6301417800789348	9.642860278088577e-06	0.0002073964404888377
GS1-124K5.4	33.77779951308627	2.018360237020932	0.5230521656421844	9.74451152676743e-06	0.00020931160335115962
EDIL3	1867.1493426841196	-1.9363437119640228	0.49779956392025304	9.774318366912526e-06	0.00020968059711138964
ATP6V1F	3409.1718011356616	1.3605090254559944	0.33570415874719906	9.791191113310244e-06	0.00020977153192955266
TOX	574.8606605429725	-2.0940742291062566	0.5422350675997801	9.821744324845419e-06	0.00021015495202285226
PAQR8	4078.5726827111775	-2.2187963147911147	0.5789911133082672	9.890664117384499e-06	0.00021081461746476538
CPXM1	400.1679466430547	2.345757531768817	0.6127672956313716	9.868785681743824e-06	0.00021081461746476538
POLR1C	1097.6898142933917	1.298529327144098	0.3197609272048347	9.884136952392032e-06	0.00021081461746476538
SKAP1	373.41715412981887	1.7388809185491234	0.44154615644143275	9.922927174586416e-06	0.00021123113180363185
GAS6-AS1	334.7095739696719	3.0792557156191704	0.8230601948808949	1.0023955074951807e-05	0.0002131085148072981
LINC00176	22.11503241017071	2.5953761311277397	0.6859286673959692	1.0071866288626202e-05	0.0002138532837037717
PLCL2	570.3498936700552	-2.250397832407586	0.5885456863102977	1.0368843859718306e-05	0.00021867954052762502
RP11-308D16.2	62.23348766636115	1.6440116176666095	0.41763541763944684	1.0369970798921623e-05	0.00021867954052762502
RBP2	152.24588265010905	2.8545965637481507	0.7614088659290257	1.0378190673076879e-05	0.00021867954052762502
RNF208	281.11202757798975	1.872289633806682	0.48052291851807855	1.0346127418157638e-05	0.00021867954052762502
FAM46A	1070.2623851608619	-1.1847903720795252	0.2902006095124647	1.0333211699479345e-05	0.00021867954052762502
GPR143	196.4142518224378	2.2518275247046007	0.5881726412323658	1.0360344888606209e-05	0.00021867954052762502
HSPB1P1	90.95350181235037	2.471449949525685	0.6537769099862424	1.0392253662406552e-05	0.00021869832675614498
GCNT3	8068.832018917171	-2.1464116485825184	0.5591301923650842	1.0599832908583358e-05	0.00022250268724920112
ADAM8	689.4981644963619	1.929932079614279	0.4969424211196995	1.0594524480506963e-05	0.00022250268724920112
HPGDS	102.67165902816951	-2.2256982100085976	0.5838648954186473	1.068023197455025e-05	0.00022390728750685903
LIME1	114.28257926122303	2.125266968406307	0.5544475115505175	1.0886686375023585e-05	0.000227660630441929
MIF	2692.6525415024903	2.0754207967812572	0.5378815908009378	1.0874514479555735e-05	0.000227660630441929
STK32C	557.2672134793117	1.9668588901385975	0.5090663875109689	1.0992115525397375e-05	0.00022904249537239907
DEFB1	127.29561404980555	-2.5324906319085554	0.6826144334742058	1.0993746468573426e-05	0.00022904249537239907
OCIAD2	4021.8196993494294	1.6147168172088042	0.4063539394978081	1.099415013320899e-05	0.00022904249537239907
FGF18	41.48570604531561	2.245715424003563	0.5877296273224099	1.1133654507862516e-05	0.00023165814467236747
TNFRSF4	134.5535984004294	1.6879604411840547	0.4305383070984854	1.1269363912252385e-05	0.00023418838347814594
ARID3A	739.3483841164423	1.7865102350919069	0.45774481621376967	1.1313199562295693e-05	0.0002348054569154471
GRAMD3	1320.4420778227766	-1.6705962346260863	0.42677685340646865	1.1356697037706694e-05	0.00023541397954317348
FCHO1	674.1062388004541	2.0223291078235404	0.5262496804194488	1.1414874060488292e-05	0.00023603059638897583
DPH7	887.0469685619858	1.4831863507512677	0.3727306151231822	1.141152306459221e-05	0.00023603059638897583
MPEG1	2104.3830574823255	-2.073658426931665	0.542374115948821	1.1478616802947868e-05	0.0002370082609584361
FRMD4B	699.3513547033875	-1.1606735556241046	0.2852526042139083	1.1490704051526203e-05	0.0002370082609584361
RP11-279F6.1	92.71832500631295	-2.4939893830663906	0.6780498945431896	1.1618830303699786e-05	0.0002390570735596422
BTBD16	18.91936219971534	2.8773765512022877	0.7720296865943179	1.1608241709345327e-05	0.0002390570735596422
ZMYND15	114.46131765337192	1.1890919217120466	0.29269194619949834	1.1695739938673896e-05	0.0002403416657694819
RP1-278E11.3	101.62369854363168	3.1532150981729985	0.85597011737832	1.1769077948892861e-05	0.00024146687971243758
COMT	7238.801675661539	2.22893883667476	0.585538021738577	1.1779581580768155e-05	0.00024146687971243758
RNF43	7055.778195990343	2.554797328830766	0.6778791803352147	1.1894064397890517e-05	0.00024321310992927848
DNTTIP1	2456.9354322236136	1.6106217057468666	0.40904233140091584	1.1890828480859692e-05	0.00024321310992927848
ARHGEF19	464.4364539463737	1.3425247357017838	0.33590621856860253	1.1967979857574381e-05	0.00024442353942824726
PPAP2C	5918.4191840452595	2.068909709704937	0.5390413246270301	1.1991250497886795e-05	0.0002445979401313419
DDX60	1937.8395458866569	-2.412491968977897	0.6426498995395898	1.2025200614320862e-05	0.00024498948588979583
SNHG16	659.0272504289891	1.1211511213208079	0.2753701477032605	1.2150032051797201e-05	0.00024722932866181463
TLR10	121.5775866668336	-3.0043795816332435	0.8095304438394048	1.2316144761805742e-05	0.0002503026531518024
DMXL1	859.303377745603	-1.1948783403994074	0.29551806155085414	1.2367800873424194e-05	0.0002510451903451532
TMEM206	252.95618994926807	1.1455383595296291	0.2820854868249014	1.2497593397018565e-05	0.00025337001314297466
AFG3L2	2343.373558761267	-1.3400840954647597	0.3376623133791067	1.2709058720140471e-05	0.0002573429402307468
OTX1	89.22483774443558	5.438870125536874	1.5382320536087812	1.2732970853005154e-05	0.00025751309140474734
RP11-452N17.1	19.29161576284805	2.889617142692402	0.7842474768470898	1.275955521553808e-05	0.0002577368063245673
PLEKHG4	1769.070917449027	3.0247022814084548	0.8199964769510943	1.280702255124939e-05	0.00025838129093674954
KLRB1	150.66796376984743	-2.1585703357885775	0.5677403792480734	1.315107070995543e-05	0.0002650004588205096
PARVB	1617.463374834323	1.9212385021798233	0.5020261466927161	1.3236251428249016e-05	0.00026639359844199596
SMIM6	175.06057266658271	-1.46966767129736	0.37292880000472156	1.3264383898743095e-05	0.0002666365983713443
ATP11A	3235.050463627273	2.776463581098439	0.7516108702502482	1.3478739141281364e-05	0.0002702910443258886
MTM1	1151.5665108040296	-1.4330964744675831	0.36387937970679307	1.347428927401849e-05	0.0002702910443258886
FAS	998.8700572838505	-2.0597178430155534	0.5438226020575947	1.3515622156145626e-05	0.00027070372772091913
CD3EAP	158.2121804745587	1.3358642758085664	0.33668439551618035	1.3614771658995685e-05	0.00027236104653730644
CLCF1	204.01902313258367	1.4634104126441534	0.37217730255693426	1.3663436917075803e-05	0.0002730056637438347
PMEPA1	4357.328944634192	2.2175629358455025	0.5888195627869002	1.3767947598991274e-05	0.0002744333756706496
FNBP1	2685.00331836599	-1.7096619490794842	0.443818894590008	1.387952383891537e-05	0.0002763256760447851
SLC5A6	3022.392387980945	1.952030974543053	0.5110722655113754	1.3976653873427528e-05	0.0002779261807357972
BTBD7	1147.6944891894668	-1.0160555775540334	0.2495332764984123	1.4096869422273174e-05	0.0002799813635017031
SLC25A20	1285.3832061310384	-1.286009490665051	0.3238284029007835	1.4116758844031185e-05	0.0002800414143922268
NPIPB5	149.92782696551438	3.0830982975687773	0.8454305217533119	1.4143292676931503e-05	0.00028016232055868407
RP11-234A1.1	640.7119873313871	2.410989800306527	0.6474507876215678	1.415660003304842e-05	0.00028016232055868407
GNG7	285.19665906946494	-1.8248432075343046	0.4773610793801307	1.4266980559806466e-05	0.00028167532130205295
HSP90AB1	37020.305261811875	1.0418074367271593	0.2524384356475729	1.4293800875113193e-05	0.00028186967901470245
CPEB3	251.19472040601676	-1.408122990103402	0.3585897706624379	1.440940871019284e-05	0.00028381236325509125
RAB36	268.93391430019676	1.7138951842264372	0.4456806668730235	1.4472863701789679e-05	0.0002847244418299951
PVRL4	565.7352837995808	2.2416217841575916	0.6004350671305042	1.5033686135762747e-05	0.00029540748473160314
PAX9	118.06040416037983	3.2953008973396107	0.9144693523966867	1.5066635632344884e-05	0.0002957049858622393
AP5M1	1552.2577806617528	-1.2047548197340687	0.3023350443686234	1.533523289906405e-05	0.00030062125980644567
ACTR3B	260.3903687502919	1.1131088106085636	0.2769616125466053	1.5402357949301892e-05	0.0003015810747526045
MEX3D	967.5193512178575	1.9260328925441867	0.5087700517350573	1.547104146446436e-05	0.00030256910774554326
NSDHL	1914.763959440885	1.8822441916900636	0.4951527205705533	1.5597415686766177e-05	0.0003046817530153713
CTU2	746.6566485856362	1.689517720776737	0.4408310249312772	1.56548181764528e-05	0.0003054437144557254
SLC23A1	113.08445691040309	-2.0130645862549543	0.5381631571049033	1.63691670107899e-05	0.0003186326483553992
RPL13AP5	1272.4541976683186	2.169487786447314	0.5825737395153389	1.6366363764149467e-05	0.0003186326483553992
LPP	6101.82838108584	-1.6113949596769495	0.4248279422944158	1.650841922385698e-05	0.00032096697048351435
EPB41L3	1732.041686643113	-1.9515943111300957	0.5208414910945257	1.676528632752192e-05	0.00032487915010116975
RP11-429J17.7	14.47210219595153	2.5762872515648287	0.6976165037454507	1.6738232932002653e-05	0.00032487915010116975
NMU	67.89216854481543	1.9361896216041405	0.5134994014004907	1.6768334837189984e-05	0.00032487915010116975
RP11-1055B8.1	41.59996129271626	3.110522138749494	0.860002886649768	1.7128910587019096e-05	0.00033147835825974946
SOCS6	1110.249089446012	-1.2952097372813265	0.3300149746732228	1.72566465827359e-05	0.00033356153650727227
NPIPB11	82.43359146798005	3.0037506304369246	0.8350046395874686	1.752722094464974e-05	0.0003383976471685631
CTD-2228K2.7	1054.1681083849573	3.3457909444824536	0.9395876885694261	1.7838319943848922e-05	0.0003436049470390574
CNN2	6037.143780662387	1.5677326232022843	0.4082722285714634	1.7828551991719876e-05	0.0003436049470390574
DHDH	103.88912637754483	3.4947539131817007	0.984782525138712	1.7916887657528864e-05	0.0003447184271907408
RP11-889L3.1	162.90906417093967	2.4459085512996466	0.6706229668545249	1.8281891811897306e-05	0.00035115532594185464
RPS15	18455.0441253114	1.5821524906441555	0.4127327829050054	1.8350110529962504e-05	0.00035115532594185464
MATN3	91.6119551914926	2.645671876344547	0.7320362799475852	1.8343204366812485e-05	0.00035115532594185464
DYNLRB1	5057.248307422749	1.3054874756316746	0.3307128368876232	1.8307824913874977e-05	0.00035115532594185464
GAPDHP65	124.26183124318611	3.1113644149849398	0.8726491472688678	1.84106854893181e-05	0.0003514290547498145
ABCA8	705.4937853462743	-3.1552799544937633	0.887339555304259	1.841383266877491e-05	0.0003514290547498145
HSPH1	5386.791252928752	1.8610567193649385	0.4953786385324259	1.8468998468181565e-05	0.00035207721075279755
IGFL2	60.160782458964725	3.4891801269462537	0.9892126039198212	1.8515131847005605e-05	0.00035255189127027643
PPP1R13L	1368.945872852931	2.0603539716673755	0.5540881121654511	1.8715933813454723e-05	0.00035596719935693266
UBALD1	1182.9318324547535	1.5065506672791034	0.39254591261810345	1.8923447061945943e-05	0.0003590913314474862
STRADB	659.1141732985857	-1.2257623841302772	0.31233695213322604	1.8909321174673165e-05	0.0003590913314474862
BCL2L2	1667.983233173664	-1.042923044602544	0.26071192221546713	1.895061355381103e-05	0.0003591963327026008
FSTL3	958.4380485822153	2.0094741919378776	0.540354923152188	1.9037920582134473e-05	0.0003604397187522928
HILPDA	807.5321073121039	2.219161911048041	0.6033629978855245	1.9196944056652812e-05	0.0003630365138002999
ZFAS1	5395.109749556383	2.44017634393576	0.6717167226528171	1.9357474288101002e-05	0.0003656558624341627
EVPL	3236.887284812274	2.0627230000826122	0.5562053570780173	1.9384062485838995e-05	0.0003657420153578076
RP11-326C3.2	987.5556179259083	5.507769695427247	1.6299347615309585	1.952720860736975e-05	0.0003680247125048437
KLHL17	240.31293489913142	1.8502932503965754	0.49445647710571333	1.9582630830691154e-05	0.0003686507962730113
C19orf24	1846.82571610388	1.5030862069798194	0.39044925297302097	1.9760977258389437e-05	0.00037158693816341813
MAP1LC3A	1276.3661158021675	1.2092085742842364	0.3079642138454483	1.9856126947290503e-05	0.00037295376904164203
MFSD4	1475.0764984780458	-2.4961902378683045	0.6929708517417259	2.0184932050317482e-05	0.00037870125622991126
ACTR5	469.3313835588468	1.1276247406258353	0.28645868014119835	2.0843614392755378e-05	0.0003906178029089281
APAF1	957.7848755892516	-1.1347384081230951	0.28819883729816953	2.090699295770338e-05	0.00039136382307745985
ERGIC3	17093.147867439453	1.6844866988915541	0.4451489082755112	2.0975887849678392e-05	0.000392211308396464
FKBP5	2066.7083990926844	-1.738941305677147	0.46728256207432106	2.102825166550574e-05	0.000392306843431525
TTI1	1084.5417737545736	1.0914153587586368	0.2764091637039584	2.1010681810468605e-05	0.000392306843431525
SMYD5	1082.5946993539383	1.1104730410321204	0.28129705356440965	2.1091096510865263e-05	0.0003925970476080794
HSP90AA2P	67.13874775245723	2.6924451223218973	0.754188721344289	2.1088341236224016e-05	0.0003925970476080794
TMCC3	2226.982798914534	-2.023261968508319	0.5518402753284755	2.141875649549925e-05	0.00039769983881198434
GLTP	2377.7440739035696	-1.3285032564739914	0.345652542719744	2.1420818162580215e-05	0.00039769983881198434
FAM129A	2155.875784391072	-2.590194557657121	0.7251906429871123	2.143708478298759e-05	0.00039769983881198434
CPEB2	686.4294838768403	-1.513962077468825	0.40056244833468996	2.1868252537096525e-05	0.00040524605482807
PRKCB	659.8230917755545	-2.4751863903774316	0.6894671513109497	2.2102357927584123e-05	0.000409127704603798
CYSRT1	32.99732426930511	2.5479395203878683	0.7057419845046713	2.2140719734235045e-05	0.00040924106717661125
FRMD5	160.81157591533588	1.5786725356802347	0.417947108914082	2.2157776402780867e-05	0.00040924106717661125
RP11-532F6.3	86.13296103689166	-2.4717234427940995	0.6872362893855749	2.2384821563353997e-05	0.00041297508581992197
TCN1	65.97267065275764	3.4892526424634474	1.0059299640492028	2.289621539829786e-05	0.0004173092870179338
ARL14	808.0166403171305	-2.344933902760049	0.6527265952211428	2.278742386801807e-05	0.0004173092870179338
MSLN	1957.048524654639	2.706634392737907	0.7602776283998764	2.2802586268779227e-05	0.0004173092870179338
SNHG11	311.9571739296304	1.1421654847938387	0.29152171898543716	2.2813293777197955e-05	0.0004173092870179338
UBTD1	260.3529245324151	1.4658430827363618	0.3851648561865262	2.2816274548754174e-05	0.0004173092870179338
GATA2-AS1	156.65807587441444	3.080220284470892	0.8759191462003504	2.2887420404726872e-05	0.0004173092870179338
MIER3	2290.667581125665	-1.84318114852425	0.49919095914620465	2.2892402396315684e-05	0.0004173092870179338
PHLDA1	2789.027069875077	2.294139348677451	0.6342967950149525	2.2820732904109863e-05	0.0004173092870179338
IL1R2	671.5743607425101	-2.340134272110175	0.6508649883398477	2.2822839821796432e-05	0.0004173092870179338
TMEM105	55.70123798036832	2.819962755989099	0.7923730347924852	2.272106980239516e-05	0.0004173092870179338
CTD-2328D6.1	57.39325190529363	2.6214286806768206	0.7359597825045596	2.2748663131486995e-05	0.0004173092870179338
DTWD2	237.71323812771425	-1.1127456160812783	0.2830950506185498	2.3132393232032028e-05	0.00042115159783405676
TSPAN7	1590.8447877968292	-1.919882571888256	0.5233988528614556	2.3228152095443162e-05	0.0004224318043732073
ZNF593	153.68407852376833	1.440701189131136	0.37928732762231165	2.330482186468377e-05	0.00042336243133611525
CD22	545.2969228487134	-3.394770443263762	0.9802441189385288	2.3409320781397036e-05	0.0004247960243216572
RP4-639F20.1	155.29497663052535	-1.7095921020152165	0.4592393267908546	2.3553618507814883e-05	0.00042694790579012916
KITLG	1272.1419358117814	-2.0304091438088174	0.5592763515101475	2.371591935862546e-05	0.00042942107418824114
ZFPM1	454.5652280502874	1.9421414301909259	0.5293176820305003	2.406933123681442e-05	0.0004353455074684822
RASD2	561.9022448917094	-1.7044172865212122	0.45940063259655906	2.4158605469089102e-05	0.00043648474995512014
MCTP2	1097.6682732093766	-1.2867499817324197	0.3349366793336627	2.4207302971616782e-05	0.0004368891940660055
HLF	338.83746121374884	-3.0629377870657226	0.8794420804513533	2.4415555333342445e-05	0.0004401692516338957
C2CD4A	230.9557635825479	2.701593181545182	0.765463664946252	2.5122490307177503e-05	0.0004524228080915133
